Data from geel_S050431__1__12-04-08-840.txt Node

Date: Wed Dec 17 12:04:08 CET 2025
User: r1113668
Spectrometer: S05043
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1,000000E-1
Scans to average: 10
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
337,862	1503,6
338,317	1502,5
338,772	1501,9
339,228	1501
339,683	1503,6
340,139	1504,8
340,594	1502,4
341,05	1504,2
341,506	1505,9
341,961	1502,8
342,417	1502
342,873	1501,3
343,329	1505,8
343,785	1504
344,241	1503,4
344,696	1500,7
345,152	1501,3
345,609	1503,6
346,065	1498,8
346,521	1502,1
346,977	1501,5
347,433	1498
347,889	1502,5
348,346	1503,1
348,802	1502,3
349,259	1504,2
349,715	1502
350,171	1503,1
350,628	1503,9
351,085	1499,9
351,541	1501,9
351,998	1502,3
352,455	1502,1
352,911	1502,5
353,368	1502
353,825	1503,3
354,282	1500,9
354,739	1501,5
355,196	1499,2
355,653	1502,8
356,11	1503,2
356,567	1501,9
357,024	1500,3
357,481	1501,5
357,938	1501,7
358,396	1500,5
358,853	1502,6
359,31	1501,9
359,768	1503
360,225	1502
360,683	1497,2
361,14	1500,5
361,598	1500,6
362,055	1501,7
362,513	1504,6
362,971	1499,4
363,428	1498,1
363,886	1500,1
364,344	1500,4
364,802	1503,2
365,26	1497,8
365,718	1502
366,176	1503,4
366,634	1503,1
367,092	1502,8
367,55	1501,3
368,008	1502,4
368,466	1503
368,925	1501,5
369,383	1501,6
369,841	1502,7
370,3	1501,2
370,758	1501,5
371,216	1498,8
371,675	1503,7
372,133	1499,7
372,592	1502,2
373,051	1498,3
373,509	1502,2
373,968	1501,8
374,427	1497,5
374,886	1500,7
375,344	1503,3
375,803	1500,9
376,262	1503,1
376,721	1504,3
377,18	1499,7
377,639	1503,3
378,098	1500,2
378,558	1503,2
379,017	1503,3
379,476	1500,5
379,935	1499,1
380,395	1501,6
380,854	1500,1
381,313	1501,7
