Data from red_S050431__1__11-57-09-970.txt Node

Date: Wed Dec 17 11:57:09 CET 2025
User: r1113668
Spectrometer: S05043
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1,000000E-1
Scans to average: 10
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
337,862	1502,4
338,317	1502,4
338,772	1500,4
339,228	1497,7
339,683	1502,7
340,139	1502,4
340,594	1499,4
341,05	1501,9
341,506	1502,9
341,961	1501,4
342,417	1500,5
342,873	1500,2
343,329	1503,6
343,785	1501,6
344,241	1501,2
344,696	1497,3
345,152	1499,3
345,609	1501,5
346,065	1496,6
346,521	1501,8
346,977	1500
347,433	1497,3
347,889	1500,3
348,346	1502
348,802	1501,3
349,259	1502,7
349,715	1500,1
350,171	1499,5
350,628	1501,9
351,085	1498,1
351,541	1500,5
351,998	1500,8
352,455	1500,5
352,911	1499,3
353,368	1499,9
353,825	1501,8
354,282	1499,1
354,739	1500
355,196	1497,3
355,653	1501,1
356,11	1502,2
356,567	1500,3
357,024	1499,1
357,481	1499,9
357,938	1500,3
358,396	1499
358,853	1500
359,31	1500,6
359,768	1501
360,225	1500,8
360,683	1497,3
361,14	1499,4
361,598	1500,6
362,055	1499,9
362,513	1502
362,971	1496,9
363,428	1496
363,886	1498,9
364,344	1499,9
364,802	1502
365,26	1497,3
365,718	1500,4
366,176	1501,7
366,634	1501,65
367,092	1501,6
367,55	1501
368,008	1501,2
368,466	1501,8
368,925	1500,7
369,383	1499,8
369,841	1499,7
370,3	1501,1
370,758	1501
371,216	1498,8
371,675	1501,1
372,133	1497,9
372,592	1501,7
373,051	1498,2
373,509	1500,8
373,968	1499,1
374,427	1497,8
374,886	1500,3
375,344	1502,5
375,803	1499,2
376,262	1502,4
376,721	1502,1
377,18	1499,3
377,639	1502,9
378,098	1499,3
378,558	1501
379,017	1501,3
379,476	1499,4
379,935	1498,3
380,395	1502,2
380,854	1499,3
381,313	1499,9
381,773	1499,7
382,232	1500,8
382,692	1497,6
383,151	1502,2
383,611	1496,4
384,071	1494,1
384,53	1498,9
384,99	1496
385,45	1503,6
385,91	1500,1
386,369	1501,5
386,829	1501,5
387,289	1501,3
387,749	1495,5
388,209	1497,7
388,669	1501,2
389,129	1501,3
389,59	1497,9
390,05	1501,1
390,51	1500,9
390,97	1501,4
391,431	1500,5
391,891	1500,2
392,351	1499,1
392,812	1503,2
393,272	1501,6
393,733	1503,6
394,193	1500,2
394,654	1498,1
395,115	1501,4
395,575	1501,7
396,036	1504
396,497	1500,4
396,958	1502,5
397,419	1501,5
397,88	1500,8
398,341	1500,2
398,802	1498,9
399,263	1500,9
399,724	1501,1
400,185	1501,9
400,646	1501,6
401,107	1498,2
401,568	1502,7
402,03	1501
402,491	1496,3
402,952	1501,5
403,414	1500,4
403,875	1499,1
404,337	1499,3
404,798	1498
405,26	1497,4
405,721	1497,1
406,183	1497,9
406,645	1501
407,107	1500,4
407,568	1502,8
408,03	1498,1
408,492	1501,8
408,954	1501,4
409,416	1499,3
409,878	1500,7
410,34	1496,3
410,802	1500,7
411,264	1500,2
411,726	1492,4
412,189	1501,2
412,651	1496,6
413,113	1503,5
413,575	1498,6
414,038	1502,5
414,5	1502,2
414,963	1501,5
415,425	1501,2
415,888	1501,1
416,35	1502,4
416,813	1501,1
417,275	1500,4
