Data from blue_S050431__0__12-00-14-224.txt Node

Date: Wed Dec 17 12:00:14 CET 2025
User: r1113668
Spectrometer: S05043
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1,000000E-1
Scans to average: 10
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
337,862	1502,9
338,317	1501,9
338,772	1501,2
339,228	1498,5
339,683	1502
340,139	1502,8
340,594	1500,9
341,05	1502,9
341,506	1503,5
341,961	1501,4
342,417	1501,1
342,873	1500,8
343,329	1503,4
343,785	1502,5
344,241	1501
344,696	1501
345,152	1500,5
345,609	1503,2
346,065	1497,3
346,521	1501,5
346,977	1500,2
347,433	1496,1
347,889	1502,9
348,346	1501,1
348,802	1501,8
349,259	1503,6
349,715	1501
350,171	1501,2
350,628	1503,9
351,085	1499,1
351,541	1500,9
351,998	1502,2
352,455	1501,1
352,911	1501,5
353,368	1501,4
353,825	1502,4
354,282	1500
354,739	1501,5
355,196	1498,3
355,653	1503
356,11	1502,9
356,567	1501,9
357,024	1499,2
357,481	1500,3
357,938	1500,2
358,396	1500,8
358,853	1502
359,31	1502,4
359,768	1502,9
360,225	1500,8
360,683	1498,3
361,14	1501,5
361,598	1500,6
362,055	1501,7
362,513	1502,7
362,971	1498,7
363,428	1495,4
363,886	1499,1
364,344	1499,6
364,802	1502,8
365,26	1497,8
365,718	1503,2
366,176	1503
366,634	1502,9
367,092	1502,8
367,55	1502,5
368,008	1501,2
368,466	1503
368,925	1502,1
369,383	1500,7
369,841	1502,4
370,3	1501,2
370,758	1500,8
371,216	1500,6
371,675	1502,8
372,133	1499,6
372,592	1503,6
373,051	1500,3
373,509	1501,1
373,968	1502,3
374,427	1500,2
374,886	1501,6
375,344	1503,1
375,803	1502,1
376,262	1504,5
376,721	1504,1
377,18	1500,1
377,639	1503,8
378,098	1500,2
378,558	1502,6
379,017	1502,5
379,476	1500,6
379,935	1499,7
380,395	1503,5
380,854	1499,7
381,313	1500,2
381,773	1501,9
382,232	1502,3
382,692	1497,9
383,151	1503
383,611	1499,8
384,071	1496,9
384,53	1499,6
384,99	1498,4
385,45	1504,9
385,91	1501,5
386,369	1503,4
386,829	1501,9
387,289	1503,4
387,749	1497,8
388,209	1501,9
388,669	1502,3
389,129	1502,5
389,59	1500,6
390,05	1502,8
390,51	1501,7
390,97	1502,7
391,431	1502,3
391,891	1502,4
392,351	1501,4
392,812	1505,3
393,272	1503,8
393,733	1504,6
394,193	1501,3
394,654	1500,8
395,115	1503,8
395,575	1502,8
396,036	1505,6
396,497	1503,9
396,958	1505,9
397,419	1503,7
397,88	1502,8
398,341	1501,8
398,802	1501,8
399,263	1502
399,724	1505,7
400,185	1503,8
400,646	1505
401,107	1499,7
401,568	1504,9
402,03	1501,8
402,491	1497,9
402,952	1504,5
403,414	1502
403,875	1501,7
404,337	1502,1
404,798	1502,7
405,26	1500,7
405,721	1501,6
406,183	1500,8
406,645	1504,1
407,107	1503,8
407,568	1504,3
408,03	1501
408,492	1504,9
408,954	1504,9
409,416	1503,3
409,878	1505,3
410,34	1501,6
410,802	1506,7
411,264	1504,3
411,726	1496,6
412,189	1503,8
412,651	1502,6
413,113	1508,2
